2.651887514088427933e-01,-1.057663137310117962e+00,-2.214793706918195326e+00
3.058857492279634105e-01,4.605115865762079430e-01,9.114566238262821196e-01
-4.635160283215353783e-01,-9.462469599736893500e+00,-5.325317764373390661e-01
1.569303520145834685e-01,2.470944486857127753e+00,8.431543610808310163e+00
4.968116964004865022e-02,-2.263079237680741262e-01,1.206068442640239741e-01
-1.655780070062024878e+00,3.785182511520898685e-01,2.478379026281006592e+00
6.463306496387965616e+00,4.516592126215289715e-01,-3.705907967258159075e-01
-7.404317361362755534e+00,-3.436806206257878582e+00,1.001534354145153038e+01
-9.692098434449832212e+00,1.056019774757949214e+01,-9.134023071753935019e-01
7.871755286421384668e+00,-3.433120613879956817e+00,-4.357534774263533528e+00
